Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage 1,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Antwortmöglichkeit 1.2 ,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Antwortmöglichkeit 1.2 (bitte richtige Wahl),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1,Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung
17/02/2020 17:49:10,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktentstehung,,,,,,,,,,Forschung und Entwicklung,Artikel/Definition/Beispiel,,F&E stellt die Basis für innovative Produkte dar und ist eine Investitions für die Zukunft.,"F&E besteht aus drei Teilen:
1. Grundlagenforschung mit dem Ziel neue wissenschaftliche Methoden herauszufinden. Sie wird größtenteils an Universitäten betrieben.
2. Angewandte Forschung mit dem Ziel bereits vorhandene wissenschaftliche Erkenntnisse weiter auszubauen. Die Träger hierfür sind meist unternehmenseigene Forschungsabteilung z.B. bei Medikamenten, aber auch Forschungslabors.
3. Neuentwicklung mit dem Ziel neue Erkenntnisse zu gewinnen und diese in neue Produkte und Prozesse zu integrieren. Träger hierbei sind auch die Unternehmen.
4.Weiterentwicklung mit dem Ziel bereits eingesetze Erkenntnisse noch weiter auszubauen. Auch hier sind die Träger die Unternehmen.",,Rechtsschutz von Erzeugnissen und Verfahren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 19:58:41,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktentstehung,,,,,,,,,,Patent,Artikel/Definition/Beispiel,,Ein Patent gewährt seinem Erfinder das alleinige Nutzungsrecht.,"Voraussetzungen: 
- Neuheit
- erfinderische Tätigkeit
- gewerbliche Verwertbarkeit

Die Schutzdauer beträgt 20 Jahre. Bei Verwendung Dritter innerhalb dieser zwanzig Jahre droht eine Freiheits- oder Geldstrafe.",z.B. Besonderer Stoff der innerhalb von 5 Sekunden trocknet ,Gebrauchsmuster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 20:06:57,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktentstehung,,,,,,,,,,Gebrauchsmuster,Artikel/Definition/Beispiel,,"Dem Erfinder wird die alleinige Nutzung seiner nicht patentierfähigen Erfindung eingeräumt. Wird auch das ""Mini Patent"" genannt.","Das Gebrauchsmuster hat geringere Anforderungen als das Patent. 
Geschützt werden Neuerungen an Gegenständen, allerdings keine Verfahren.
Die Schutzdauer ist auf 3 Jahre beschränkt und kann auf maximal 10 Jahre verlängert werden.",Trage ich nach - fällt mir spontan kein gutes ein,Geschmacksmuster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2020 20:15:47,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktentstehung,,,,,,,,,,Geschmacksmuster,Artikel/Definition/Beispiel,,Geschmacksmuster schützt die äußere Form (Erscheinungsform) einer Ware oder Dienstleistung. Man erkannt das Geschmacksmuster an dem Copyright Vermerk.,Das Produkt wird für 5 Jahre geschützt und kann auf 25 Jahre verlängert werden. ,Das Design eines neue Schuhs.,Markenzeichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 12:26:47,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Preisbildung auf dem Markt (Nachfrage, Angebot, Preisbildung, Marktformen, Wettbewerber)",,,,,,Polypol,Artikel/Definition/Beispiel,,Polypol stellt eine Marktform dar. Bei einem Polypol stehen viele Anbieter vielen Nachfragern gegenüber.,"Wenn es viele Anbieter auf dem Markt gibt und viele Menschen das Produkt oder die Dienstleistung haben wollen, also große Nachfrage besteht, dann spricht man von einem Polypol.","Zum Beispiel bei Online Börsen (Verkaufsplattformen) gibt es viele Angebote, welche von vielen Menschen nachgefragt werden.","Oligopol, Monopol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 12:32:05,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Preisbildung auf dem Markt (Nachfrage, Angebot, Preisbildung, Marktformen, Wettbewerber)",,,,,,Oligopol,Artikel/Definition/Beispiel,,Oligopol oder auch Angebotsoligopol stellt eine Marktform dar. Bei dieser Marktform stehen viele Nachfragern wenigen Anbietern gegenüber.,"Bei einem Oligopol gibt es viele Menschen/Nachfrager, aber nur wenige Unternehmen, die da Produkt oder die Dienstleistung anbieten.","Ein Beispiel stellt die Autoindustrie dar. Es gibt nur wenige Hersteller, die sehr viele Nachfrager beliefern.","Monopol, Polypol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 12:37:05,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Preisbildung auf dem Markt (Nachfrage, Angebot, Preisbildung, Marktformen, Wettbewerber)",,,,,,Monopol,Artikel/Definition/Beispiel,,"Von einem Monopol spricht man, wenn das Unternehmen ein Gut verkauft, welches nur er produziert. ","Bei einem Monopol ist das Unternehmen das einzige, welches das Produkt oder die Dienstleistung anbietet. Er hat einen ""alleinigen Anspruch"" oder auch ein ""Alleinverkauf"".","Ein Monopol würde bestehen, wenn es nur einen einzigen Autohersteller gäbe. Alle wären auf den Hersteller angewiesen.","Oligopol, Polypol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 12:56:13,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Funktion und Aufgaben der Lagerhaltung,Artikel/Definition/Beispiel,,"Die Aufgaben der Lagerhaltung beschreiben die Aufgaben, die notwendig sind, damit der Produktions- und Absatzablauf gesichert wird.","Folgende Aufgaben hat eine Lagerhaltung:

- Überbrückungsfunktion:
bei Schwankungen in der Produktion oder aber auch bei Lieferschwierigkeiten muss das Lager bevorratet sein, damit die Zeit überbrückt werden kann

- Sicherungsfunktion:
sichert ein gleichmäßiges Arbeiten, gleichmäßige Beschäftigung von Maschinen, Anlagen und Menschen

- Ausgleichsfunktion:
gleicht Produktionsschwankungen aus 

- Bereitstellungsfunktion:
stellt Produkte für die Produktion bereit oder auch für den Absatz 

-Umformungsfunktion:
wenn bestimmte Stoffe nach längerer Lagerzeit ihre Eigenschaft verändern ","In der Schokoladenindustrie gibt es zu Ostern und Weihnachten Produktionsschwankungen. Um den gewünschten Absatz zu erzielen, benötigt man Läger, damit man frühzeitig produzieren kann.","Lagerarten, Lagerkennzahlen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 13:05:21,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Lagerarten,Artikel/Definition/Beispiel,,"Es gibt verschiedene Lagerarten, die jeweils eine eigene Funktion besitzen.","Folgende Lagerarten sind bedeutend:

-Hauptlager: hier sind alle Werkstoffe für die Produktion 
-Nebenlager: kleinere Läger, die nicht direkt an dem Produktionsstandort sind, aber dennoch Werkstoffe für die Produktion beinhalten 
-Außenlager: hier befinden sich fertige Produkte. Das Lager ist nah zum Verbrauchsort.
-Rohwarenlager: hier lagern Roh- und Hilfsstoffe nach der Beschaffung und vor der Produktion
-Fertigteilelager: hier lagern Fertigteile
- Zwischenlager: hier lagern die Produkte aufgrund von Produktionsschwankungen; oft Zwischenprodukte, die weiter in die Produktion eingebaut werden 
-Absatzlager: fertige Ware, die für den Versand bereit ist
-Handelswarenlager: hier lagern Güter, die eingekauft wurden und so weiterverkauft werden
-Werkzeuglager: hier lagern alle Werkezeuge für die Maschinen ",/,Funktionen und Aufgaben der Lagerhaltung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 16:55:55,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Lagerkennzahlen,Artikel/Definition/Beispiel,,Lagerkennzahlen dienen zur Beurteilung der Lagerhaltung.,"Anhand von Lagerkennzahlen kann man erkennen, wie wirtschaftlich die Lagerhaltung ist.","Je höher die Umschlagshäufigkeit, desto besser ist die Wirtschaftlichkeit.","Lagerbestand, Umschlagshäufigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 17:01:42,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Durchschnittlicher Lagerbestand ,Artikel/Definition/Beispiel,,"Der durchschnittliche Lagerbestand gibt an, wie viele Vorräte im Durchschnitt auf Lager sind.","Mengenmäßige Betrachtung: (gleichmäßiger Lagerabgang)
Formel: eiserner Bestand + (Bestellmenge/2)

Wertmäßige Betrachtung: (Jahresinventur)
Formel: (Jahresanfangsbestand + Jahresendbestand)/2

Wertmäßige Betrachtung: (monatliche Angaben)
Formel: (Jahresanfangsbestand + 12 Monatsbestände)/13","Wertmäßige Betrachtung: (Jahresinventur)
Formel: (Jahresanfangsbestand + Jahresendbestand)/2

BSP: (12+15)/2 = 13,5

Im Durchschnitt sind 13,5 Produkte auf Lager.","Umschlagshäufigkeit, Lagerdauer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 17:05:38,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Umschlagshäufigkeit,Artikel/Definition/Beispiel,,"Die Umschlagshäufigkeit gibt an, wie oft der komplette Lagerbestand in einer bestimmten Zeit gewechselt /umgeschlagen wurde.","Je größer die Umschlaghäufigkeit, desto geringer sind die Kosten der Lagerhaltung.

Formel: Jahresverbrauch/durchschnittlichen Lagerbestand

Jahresverbrauch: Anfangsbestand+Zugänge-Enbestand = Jahresverbrauch 
",/,"Lagerdauer, Durchschnittlicher Lagerbestand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 17:07:28,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Durchschnittliche Lagerdauer,Artikel/Definition/Beispiel,,"Die Lagerdauer gibt an, wie lange die Ware/Produkte im Schnitt im Lager sind.",Formel: 360/Umschlagshäufigkeit,/,"Umschlagshäufigkeit, Durchschnittlicher Lagerbestand ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 17:11:51,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Lagerzinssatz,Artikel/Definition/Beispiel,,"Der Lagerzinssatz wird benötigt, wenn man die durchschnittlichen Zinskosten für das in Vorräten investierte Kapital ermitteln möchte.","Lagerzinssatz: 

Formel:

1) Jahreszinssatz * durchschnittliche Lagerdauer (in Tagen)/ 360
2) Jahreszinssatz * Umschlagshäufigkeit

Der Jahreszinssatz bezeichnet den durchschnittlichen Marktzinssatz verschiedener Banken im Bezug auf Kredite",/,"Lagerzinsen, Umschlagshäufigkeit ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 17:14:16,"Beschaffungsprozesse planen, steuern und kontrollieren",,,,,,Lagerlogistik,,,,,,,,,Lagerzinsen,Artikel/Definition/Beispiel,,"Die Lagerzinsen geben an, wie viele Zinsen in den kapitalgebundenen Vorräten vorliegen.",Formel: (Durchschnittlicher Lagerbestand in Euro * Jahreszinssatz)/ 100,/,"Lagerzinssatz, Durchschnittlicher Lagerbestand ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:09:44,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktlebenszyklus,Artikel/Definition/Beispiel,,"Der Produktlebenszyklus ist ein Modell, welche die verschiedenen Abschnitte eines Produktlebens abzeichnet. ","Der Produktlebenszyklus wird in 5 Teile untergliedert.

1) Produktentwicklung
2) Produkteinführung 
3) Wachstum und Reife
4) Sättigung 
5) Rückgangsphase

Der Produktlebenszyklus wird im Abhängigkeit mit dem Umsatz und dem Gewinn graphisch dargestellt. Ab der Produkteinführung verläuft der Graph stetig aufwärts. In der Wachstums- und Reifphase ist die Steigung am stärksten. In der Sättigungsphase sind bereits Konkurrenzprodukte auf dem Markt, so dass der Gewinn und der Umsatz stagniert. Danach geht der Umsatz und der Gewinn zurück und das Produkt befindet sich in der Rückgangsphase/Degenerationsphase.","Am Beispiel von der Marke Nokia kann man sehen, dass die Konkurrenz sich schneller an die sozialen Strukturen angepasst hat und somit Nokia vom Markt gedrängt hat. ",Produktpolitische Maßnahmen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:13:54,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktinnovation,Artikel/Definition/Beispiel,,"Bei der Produktinnovation handelt es sich um eine produktpolitische Maßnahme. Hier werden neue Produkte entwickelt, konstruiert und somit völlig neue Produkte auf den Markt gebracht.","Eine Produktinnovation ist ein völlig neues Produkt, dass es noch nicht auf dem Markt gibt. ",Das erste Smartphone war zur damaligen Zeit eine Produktinnovation.,"Produktvariation, Produktelimination",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:16:48,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktvariation,Artikel/Definition/Beispiel,,Bei der Produktvariation handelt es sich um eine produktpolitische Maßnahme. Hierbei werden bestehende Produkte verändert.,Bei der Produktvariation bleibt die Anzahl der Produkte gleich. Es werden bestehende Produkte verändert.,"Eine Autohersteller stellt ein Auto jetzt nur noch als Sportvariante her, anstatt wie vorher in der Basic-Variante.",Produktdifferenzierung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:19:46,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktdifferenzierung,Artikel/Definition/Beispiel,,Bei der Produktdifferenzierung handelt es sich um eine produktpolitische Maßnahme. Hierbei werden produktähnliche Güter in das Produktprogramm mit aufgenommen.,Bei der Produktdifferenzierung wird die bereits bestehende Produktpalette um weitere Produkte erweitert. Die Produkte sind aus der selben Gattung.,"Ein Schuladen verkauft jetzt zusätzlich Wanderschuhe, Sportschuhe und Gummistiefel.","Produktvariation, Produktdiversifikation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:23:25,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktelimination ,Artikel/Definition/Beispiel,,Bei der Produktelimination handelt es sich um eine produktpolitische Maßnahme. Hierbei werden Produkte aus dem Programm genommen.,"Bei einer Produktelimination wird das Produkt aus dem Verkauf genommen. Das Produkt wird auch nicht mehr produziert. Oftmals ist ein Grund für die Elimination, dass das Produkt nicht mehr genug oder gar kein Gewinn erzielt. ","Ein Eishersteller produziert die Sorte Kokos-Eis nicht mehr, da die Sorte kaum gekauft wurde. Die Herstellung ist sehr teuer, sodass sich die Herstellung aufgrund der schlechten Absatzzahlen nicht mehr lohnt. ","Produktinnovation, Produktdifferenzierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2020 18:31:20,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Produkt- und Sortimentspolitik,,,,,Produktdifferenzierung ,Artikel/Definition/Beispiel,,Bei der Produktdifferenzierung handelt es sich um eine produktpolitische Maßnahme. Hierbei werden unternehmensfremde Produkte mit in das Produkt- und Absatzprogramm aufgenommen.,Bei der Produktdifferenzierung werden völlig fremde Produkte mit ins Unternehmen aufgenommen. ,"Dies kann zum Beispiel sein, wenn mit dem neuen Produkt mehr Umsatz erzielt werden kann. 
Zum Beispiel stellt ein Unternehmen, dass normal Reifen herstellt, jetzt auch Jogurth her,",Produktvariation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:45:29,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktionsplanung/Produktionsprogrammplanung,,,,,,,,,,Primärbedarf,Artikel/Definition/Beispiel,,Der Primärbedarf gibt die Anzahl der zu produzierenden Endprodukte an.,"Anhand des Absatzplans kann man ermitteln, wie viele Produkte benötigt werden. Die zu fertigende Produkte bilden den Primärbedarf.",In einem Unternehmen sollen 10 Stühle verkauft werden. 5 Stühle sind bereits im Lager. Demnach ist der Primärbedarf 5. Es müssen noch 5 Stühle gefertigt werden.,Sekundärbedarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:48:39,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Produktionsplanung/Produktionsprogrammplanung,,,,,,,,,,Sekundärbedarf,Artikel/Definition/Beispiel,,"Der Sekundärbedarf gibt die Menge der Rohstoffe, Hilfsstoffe und Vorprodukte an, die für das Endprodukt benötigt werden. ","Alle Materialien die direkt in das Produkt mit einfließen, gehören zum Sekundärbedarf. ","Für einen Stuhl werden folgende Vorprodukte benötigt:

4 Beine, 1 Sitzplatte und 1 Lehne 
-> Diese Mengen bilden den Sekundärbedarf",Primärbedarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:54:13,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Einzelfertigung,Artikel/Definition/Beispiel,,Die Einzelfertigung ist ein Fertigungstyp in Abhängigkeit von der Produktionsmenge. Bei der Einzelfertigung handelt es sich um eine individuelle Fertigung.,Bei der Einzelfertigung werden Unikate produziert.,Zum Beispiel ein maßgeschneidertes Kleid ist ein Unikat. ,"Serienfertigung, Massenfertigung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:57:01,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Serienfertigung ,Artikel/Definition/Beispiel,,Die Serienfertigung ist ein Fertigungstyp in Abhängigkeit von der Produktionsmenge. Bei der Serienfertigung werden größere Mengen des gleichen Erzeugnisses über eine längere Zeit produziert.,Es wird das selbe Produkte mehrfach über einen längeren Zeitraum produziert.,Zum Beispiel wird die Bekleidung aus geläufigen Modehäusern in Serienfertigung produziert.,"Einzelfertigung, Massenfertigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 10:59:48,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Massenfertigung ,Artikel/Definition/Beispiel,,Die Massenfertigung ist ein Fertigungstyp in Abhängigkeit von der Produktionsmenge. Bei der Massenfertigung wird ein Produkt über einen langen Zeitraum produziert.,Bei der Massenfertigung wird das gleiche Produkt für einen langen Zeitraum produziert. Das Produkt wird für den anonymen Markt produziert.,Lebensmittel werden in Massenfertigung produziert.,"Einzelfertigung, Serienfertigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:04:21,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Sortenfertigung ,Artikel/Definition/Beispiel,,Die Sortenfertigung ist eine Sonderform der Fertigungstypen in Abhängigkeit von der Produktionsmenge. Es wird aus dem Grundprodukt verschiedene Varianten produziert.,Aus dem gleich Grundprodukt werden unterschiedliche Endprodukte geschaffen. Sie unterscheiden sich oft in der Maße oder Materialzusätzen.,"Bei der Eisproduktion besteht am Anfang die gleich Grundmasse, die durch verschiedene Zusätze kombiniert wird.",Partiefertigung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:07:30,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Partiefertigung ,Artikel/Definition/Beispiel,,"Die Partiefertigung ist eine Sonderform der Fertigungstypen in Abhängigkeit von der Produktionsmenge. Hier entstehen unterschiedliche Produkte, da die Rohstoffe unterschiedliche Qualitäten haben.","Wenn gleich Rohstoffe aus unterschiedlichen Regionen geliefert werden, dann ist die Qualität nicht die gleiche. Somit entstehen unterschiedliche Endprodukte.",Baumwolle aus unterschiedlichen Regionen führen zu unterschiedlichen Endprodukten. Die Qualität unterscheidet sich zu dem.,"Sortenfertigung, Chargenfertigung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:12:24,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Fertigungsverfahren,,,,,,,,,,Chargenfertigung ,Artikel/Definition/Beispiel,,"Die Chargenfertigung ist eine Sonderform der Fertigungstypen in Abhängigkeit von der Produktionsmenge. Bei der Chargenfertigung ist der Grundstoffe gleich, jedoch wird durch die Produktion unterschiedliche Endprodukt hergestellt.",Durch den Produktionsprozess werden unterschiedliche Endprodukte erzeugt. Der Ausgangsstoff/-Produkt ist gleich.,"Bei der Herstellung von Brot wird der selbe Teig verwendet. Durch das Backen kann nicht gewährt werden, dass die Brote später exakt gleich sind. Oftmals ist ein Brot heller als das andere Brot.","Partiefertigung, Sortenfertigung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2020 11:17:36,"Leistungserstellungsprozesse planen, steuern und kontrollieren",,,,,Rationalisierung,,,,,,,,,,KANBAN,Artikel/Definition/Beispiel,,KANBAN ist ein dezentrales und fertigungssynchrones Steuerungssystem und gehört zu den Fertigungsorganisationen.,"KANBAN regelt den Produktionsfluss, in dem bei einem Materialverbrauch im Fertigungsprozess eine Bedarfsmeldung bei dem vorrangigen Produktionsprozess ausgelöst wird.
KANBAN ist eine Anforderungskarte mit den Stammdaten des Auftrags, welcher zu der Zeit gefertigt wird. ",/,"Gruppenfertigung, Fertigungsinseln",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2020 18:01:47,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Hochkonjunktur (Boom),Artikel/Definition/Beispiel,,Eine Phase im Zyklus der Konjunktur mit einer hohen Auslastung der wirtschaftlichen Kapazitäten.,"Die Hochkonjunktur, auch Boom genannt, lässt sich durch einen Auftragsüberhang, volle Kapazitäten, Vollbeschäftigung, starke Preissteigerungen, niedrige Steueraufkommen und hohe Gewinne sowie Löhne charakterisieren. Sie ist Teil der Konjunkturzyklen","Ein Unternehmen aus dem Bausektor hat so viele Aufträge, dass die Kapazitäten voll ausgeschöpft sind und sie bereits Aufträge abgeben müssen. Die Gewinne des Unternehmens sind außerordentlich und es hat genug Mitarbeiter eingestellt, sodass das Unternehmen rund um die Uhr an Projekten arbeiten kann. Die Mitarbeiter werden hervorragend bezahlt und geben in ihrem Privatleben dementsprechend viel Geld aus.","Rezession, Depression, Aufschwung, Konjunkturzyklen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2020 18:09:25,"Unternehmensstrategien, -projekte umsetzen",,,,,,,,,,,,Konjunktur,,,Rezession,Artikel/Definition/Beispiel,,Eine Phase des abgeschwächten Wirtschaftswachstums.,"In eine Rezession sind sinkende Preise, sinkende Zinssätze und eine Absatzabnahme charakteristisch. Weiterhin führt die Absatzabnahme zu einer Abnahme der Beschäftigung und der Löhne. Die Menschen neigen dazu, mehr zu sparen, da sie vor folgenden Zeiten des abgeschwächten Wirtschaftswachstums Angst haben.","Ein Unternehmen aus der Elektroindustrie hat mit rückläufigen Aufträgen zu kämpfen. Die Maschinen sind weit unter der Vollauslastung, weshalb ebenfalls Mitarbeiter entlassen werden. Die Gewinne des Unternehmens gehen zurück.","Hochkonjunktur, Aufschwung, Depression, Konjunkturzyklen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
