Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2 (bitte richtige Wahl),Begründung 1.2 (bitte hier immer die richtige Antwort),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung,Skizze
09/02/2020 14:12:14,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Mengenplanung,Mehrfachwahlaufgabe (Multiple Choice),,,,,,,,Was ist die optimale Bestellmenge?,"Die Menge, bei der die Summe an Lager- und Bestellkosten am geringsten ist","Man spricht von einer optimalen Bestellmenge, weil man die kleinsten Kosten für den optimalen ""Ertrag"" haben will.",Die bestellte Menge von Produkten ,"Das ist die einfache Bestellmenge. Sie sagt nur, wie viel bestellt wurde, nicht ob sich die Aufwände im Hintergrund dafür gelohnt haben.",Von Abteilungen angeforderte Mengen innerhalb einer bestimmten Periode ,Das ist die Bedarfsmenge. Sie bezeichnet einfach nur die Menge an Produkten die in einer gewissen Zeit nachgefragt wurden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 16:22:14,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Mindestbestand,Artikel/Definition/Beispiel,,"Der Lagerbestand, auf den nur in Notfällen zurück gegriffen werden darf","Der Mindestbestand muss mindestens im Lager verfügbar sein, damit ein Unternehmen die Lieferung garantieren kann.","Ein Unternehmen hat einen Mindestbestand, damit auch in Zeiten in denen andere Lieferanten die Ware nicht liefern können, die eigene Lieferung an ihre eigenen Kunden gewährleistet werden kann.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 16:27:13,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Bestellpunkt/ Meldebestand,Artikel/Definition/Beispiel,,Ab diesem Lagerbestand wird nachbestellt,"Wenn ein bestimmter Lagerbestand erreicht ist, weiss ein Unternehmen, dass sie wieder Ware nachbestellen müssen.","Die Großhandelsgesellschaft mbH merkt, dass ihr Bestellpunkt für ein Produkt erreicht ist. Jetzt wissen sie, dass sie das Produkt baldmöglichst nachbestellen müssen, damit sie ihre sicheren Restbestände nicht aufbrauchen müssen und die Lieferung weiterhin gewährleistet ist. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 16:31:49,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Höchstbestand,Artikel/Definition/Beispiel,,"Maximaler Lagerbestand, also Kapazitätsgrenze","Der Höchstbestand beschreibt die Menge der Produkte die maximal im Lager vorrätig sein dürfen. Er sollte nicht überschritten werden, da es sonst zu Problemen wie z.B. nicht ausreichendem Platz im Lager kommen kann","Die Großhandelsgesellschaft mbH hat den Höchstbestand eines ihrer Produkte erreicht. Sie dürfen nicht noch mehr davon bestellen, da es sonst zu Platzproblemen im Lager und unnötig ausgegebenem Kapital führen kann.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 16:38:09,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Formel zur Berechnung des Bestellpunktes ,Artikel/Definition/Beispiel,,Formel: Mindestbestand + Lieferzeit x Tagesverbrauch = Bestellpunkt,"Der Bestellpunkt wird so ermittelt: 
Es wird recherchiert, wie lange die Lieferzeit des Produktes ist und wie viel am Tag von diesem Produkt verbraucht wird. Wenn man dazu noch den Mindestbestand hinzufügt, kann man berechnen, an welchem Punkt der Bestellpunkt erreicht ist.l","Die Großhandelsgesellschaft mbH möchte den Bestellpunkt eines ihrer Produkte ermitteln.
Der Mindestbestand beträgt 2000, die Lieferzeit 6 und der Tagesverbrauch 1000. 
Mit der Formel (Mindestbestand + Lieferzeit x Tagesverbrauch) berechnen sie den Wert 8000. Das heisst, dass wenn im Lager 8000 Stück vorhanden sind, muss aufgrund der optimalen Bestellmenge neu nachbestellt werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 16:54:03,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Bestellpunkt berechnen,Rechenaufgabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ein Getränkelieferant möchte den Bestellpunkt für ihr Produkt Orangensaft ermitteln.
Lieferzeit = 5
Tagesverbrauch = 500
Mindestbestand = 1000",3500,Formel: Mindestbestand (1000) + Lieferzeit (5) x Tagesverbrauch (500) = 3500,5500,"Die Formel wurde nicht richtig angewandt. 
Zur Erinnerung: Formel: Mindestbestand (1000) + Lieferzeit (5) x Tagesverbrauch (500)",502.5,"Punkt vor Strich beachten!
Zuerst muss Lieferzeit x Tagesverbrauch berechnet werden. Erst danach darf der Mindestbestand addiert werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:10:56,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Zeit vom Höchst- bis zum Mindestbestand,Artikel/Definition/Beispiel,,(Höchstbestand - Mindestbestand) : Tagesverbrauch = Tage,"Wenn man berechnet wie viele Tage es braucht um den Höchstbestand aufzubrauchen und wie viel Tage es braucht um den Mindestbestand aufzubrauchen kann man diese beiden Ergebnisse voneinander abziehen und erhält die Anzahl der Tage, die man braucht um vom Höchstbestand zum Mindestbestand zu gelangen. ","Ein Getränkelieferant möchte wissen, wie lange es braucht bis der von ihm verkaufte Orangensaft vom Höchstbestand bis zum Mindestbestand sinkt. 
Dafür rechnet er den Höchstbestand (16.000) - Mindestbestand (3.000). Das ergibt 13.000. Das teilt er noch durch den Tagesverbrauch (260) und erhält dann als Ergebnis 50 Tage.
Folglich dauert es 50 Tage bis der Bestand vom Höchstbestand bis zum Mindestbestand sinkt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:20:41,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Zeit vom Höchst- bis zum Mindestbestand,Rechenaufgabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ein Getränkelieferant macht berechnen, wie lange es dauert bis der von ihm verkaufte Apfelsaft vom Höchstbestand bis zum Mindestbestand sinkt.
Angaben:
Mindestbestand: 2.000
Höchstbestand: 14.000
Tagesverbrauch: 120 Tage
Berechne! ",100 Tage,"Höchstbestand (14.000) - Mindestbestand (2000) = 12.000
12.000 : Tagesverbrauch (120) = 100 Tage",200 Tage,"Zur Erinnerung: Formel:
 (Höchstbestand - Mindestbestand) : Tagesverbrauch ",500 Tage,"Zur Erinnerung: Formel:
 (Höchstbestand - Mindestbestand) : Tagesverbrauch ",50 Tage,"Zur Erinnerung: Formel:
 (Höchstbestand - Mindestbestand) : Tagesverbrauch ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:33:31,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Scheck,Artikel/Definition/Beispiel,,"Anweisung des Ausstellers an seine Bank, aus seinem Guthaben Scheckbetrag auszuzahlen","Gesetzliche Bestandteile:
- Bezeichnung ""Scheck""
- Anweisung, bestimmte Geldsumme zu bezahlen
- Tag und Ort der Ausstellung
- Zahlungsort
- Bezogener
- Unterschrift Aussteller","In der heutigen digitalen Zeit werden Schecks in Deutschland eher selten verwendet und wurden durch Prozesse wie Kartenzahlung und Online-Banking ersetzt. Andere Länder jedoch, wie z.B. die USA benutzen sie noch öfter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:42:19,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Inhaberscheck,Artikel/Definition/Beispiel,,Überbringungsscheck,"- Jeder Scheckinhaber ist zur Scheckeinlösung berechtigt
- Überbringerklausel ""Zahlen sie an... oder Überbringer""
- Streichung der Überbringerklausel nicht möglich
- Zahlungsempfänger muss nicht genannt werden","Diese Art von Scheck kann ohne jegliche Form der Identifikation eingelöst werden, man muss sich bei der Auszahlung also nicht ausweisen und kann ihn auch einfach ohne Probleme an Dritte übergeben.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:45:37,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Namensscheck,Artikel/Definition/Beispiel,,Orderscheck,"- Muss Name des Scheckempfängers enthalten (nur er kann ihn einlösen)
- Legitimationsprüfung bei Einlösung
- Übertragung auf Dritte durch Indossament möglich","Wenn man einen Namens- bzw. Orderscheck einlösen möchte, muss man das persönlich tun, sofern man der Scheckempfänger ist. Man kann ihn nicht einfach wie den Inhaberscheck an Dritte zur Einlösung weitergeben.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:48:15,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Barscheck,Artikel/Definition/Beispiel,,Inhaberpapier,"- Bei Vorlage bei der Bank des Scheckausstellers wird der Betrag jedem Ausgezahlt
- Mit Vermerk ""nur zur Verrechnung"" wird er ein Verrechnungsscheck (sicherer) ",Bei einem Barscheck bekommt der Inhaber den auf dem Scheck aufgeführten Betrag bar ausgezahlt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:51:27,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Verrechnungsscheck ,Artikel/Definition/Beispiel,,"Scheck, der nur bei der Bank des Zahlungsempfängers eingelöst werde kann ","- kein Inhaberpapier
- Bei Vorlage bei der Bank wird der Betrag auf das Empfängerkonto gutgeschrieben ","Wenn man einen Verrechnungsscheck einlöst, wird das Geld direkt auf das eigene Konto überwiesen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 17:57:27,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Scheck,Zuordnungsaufgabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inhaberscheck,"- kann von jedem eingelöst werden 
- Zahlungsempfänger muss nicht genannt werden ",Namensscheck,"- Muss Name des Scheckempfängers beinhalten
- Legitimationsprüfung bei Einlösung",Barscheck,- Bei Vorlage bei der Bank des Scheckausstellers wird der Betrag jedem ausgezahlt ,Verrechnungsscheck,"- Kein Inhaberpapier
- Bei Vorlage bei der Bank wird der Betrag auf das Empfängerkonto gutgeschrieben ",,,,,,,,,,,,,
10/02/2020 18:07:49,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Die Überweisung,Artikel/Definition/Beispiel,,Überweisung eines Geldbetrages von einem Bankkonto auf ein anderes ,"Wird unterschieden in Einzelüberweisung und Sammelüberweisung:
Einzelüberweisung: Der Betrag wird an EINEN Empfänger überwiesen 
Sammelüberweisung: Viele Beträge werden an verschiedene Empfänger mit nur einem unterschriebenen Überweisungsauftrag überwiesen
   Vorteile: Zeitersparnis, Geldersparnis (Nur einmal Zahlung der Buchungsgebühr)",Ein Unternehmen erstellt eine Sammelliste für ihre Überweisungsempfänger und kann somit mehrere Überweisungsaufträge gleichzeitig schalten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 18:12:41,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Dauerauftrag,Artikel/Definition/Beispiel,,"Zahlungspflichtiger erteilt seiner Bank den Auftrag, die Überweisung terminiert durchzuführen (jederzeit widerrufbar) ","- Zahlungsinitiative geht von der Bank des Zahlungspflichtigen aus
- Am besten geeignete für regelmäßige Zahlungen mit gleichen Beträgen ","Ein Unternehmen muss für seine Lagerhallen jeden Monat eine feste Miete bezahlen. Diese Hier eignet sich ein Dauerauftrag, damit da es sich um eine wiederkehrende Zahlung mit dem gleichen Betrag handelt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 18:19:36,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Lastschriftverfahren,Artikel/Definition/Beispiel,,"Auch Einzugsermächtigung genannt
Zahlungspflichtiger erteilt Zahlungsempfänger die Erlaubnis die Forderung zu Lasten seines Kontos einzuziehen (innerhalb von 6 Wochen nach Belastung widerrufbar)","- Zahlungsinitiative geht vom Zahlungsempfänger aus
- Eignet sich am besten für regelmässige Zahlungen mit unterschiedlichen Beträgen","Ein Unternehmen muss monatlich seine Telefonrechnung bezahlen. Da dieser Betrag jedoch jeden Monat unterschiedlich ist, eignet sich ein Lastschriftverfahren am besten. So kann der Telefonanbieter genau den Betrag abbuchen, der im Monat fällig geworden ist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 18:24:11,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Online Banking Vor- und Nachteile,Artikel/Definition/Beispiel,,"Online Banking ist ein elektronisches Zahlungssystem, mit dem Kunden einer Bank ihre Bankangelegenheiten wie z.B. Überweisungen tätigen, über die Website oder App ihres Finanzinstitutes ausführen können ","Vorteile:
- Schnelle, bequeme & kostengünstige Abwicklung
- zeitlich unabhängig
-  Buchungen sind sofort sichtbar
- umweltfreundlich
Nachteile:
- Gefahr durch Hacker
- Gefahr durch Virenbefall
- E-Mail Werbung
- Keine Transaktionen bei Netzproblemen
- ""gläserner Mensch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 08:47:45,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Zahlungsarten,Artikel/Definition/Beispiel,,Es gibt verschiedene Möglichkeiten etwas zu bezahlen,"1. Barzahlung
    Es wird kein Konto verwendet, da der Zahler Bargeld benutzt
2. Halbbare Zahlung
   Es wird ein Konto verwendet, entweder das des Zahlers oder das des Empfängers
3. Bargeldlose Zahlung
   Beide, sowohl Zahler als auch Empfänger benutzen ein Konto ","1. Barzahlung
z.B. persönliche Geldübergabe, Western Union
2. Halbbare Zahlung
z.B. Zahlschein, Barscheck
3. Bargeldlose Zahlung
z.B. Lastschrift, Dauerauftrag, Überweisung, Girocard, Verrechnungsscheck ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 08:49:22,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Zahlungsbedingungen,,,,,,,,,,,,,,,,,,,,,Zahlungsarten,Zuordnungsaufgabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barzahlung,persönliche Geldübergabe,Halbbare Zahlung,Barscheck,Bargeldlose Zahlung,Lastschrift,,,,,,,,,,,,,,,
11/02/2020 09:00:26,"Beschaffungsprozesse planen, steuern und durchführen",,,,,,Mengen- und Zeitplanung,,,,,,,,,,,,,,,,,,,,Vor- und Nachteile des Bestellpunktverfahrens,Artikel/Definition/Beispiel,,Zur Erinnerung: Beim Bestellpunktverfahren wird ab einem bestimmten Lagerbestand wieder Ware nachbestellt,"Vorteile:
- gleichmäßige Lagerhaltung da nach Bedarf bestellt wird
- flexibel, da keine festen Lieferzeitpunkte
geringe Lieferantenbindung
Nachteile:
- Meldebestandsüberwachung notwendig 
- Evtl. ungünstige Konditionen
- unregelmäßige Bestellzeitpunkte ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 09:15:31,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Geschäftsprozess der Warenbeschaffung,Artikel/Definition/Beispiel,,Der Geschäftsprozess der Warenbeschaffung beinhaltet 6 Schritte,"1. (Bedarfs-)Planung: 
- Was und wie viel wird benötigt?
- Wann und wo kann man es einkaufen?
2. Anfrage:
- Entsprechend des Planungsergebnisses wird bei verschiedenen Lieferanten angefragt
3. Bestellung:
- Die Angebote werden verglichen und das optimalste wird bestellt
4. Kontrolle des Wareneinkaufs: 
- Kontrolle
- Reaktion bei Problemen wie z.B. mangelhafte Lieferung, nicht rechtzeitige Lieferung
5. Eingangsrechnung:
- Kontrolle und Buchung der Eingangsrechnung
6. Zahlung
- Wann sollte gezahlt werden (Skonto?)
- Zahlungsform (Scheck/ Lastschrift etc.)
--> Buchung der Rechnung","Ein Getränkegroßhandel möchte einen neuen Saft in sein Sortiment aufnehmen.
1. (Bedarfs-)Planung: 
Es wird recherchiert, wie viel von dem Saft benötigt wird und wann und wo er am besten zu kaufen ist.
2.  Anfrage:
Der Großhandel fragt bei verschiedenen Lieferanten nach
3. Bestellung:
Der Großhandel vergleicht die Angebote und entscheidet sich dann für das optimalste
4. Kontrolle des Wareneinkaufs:
Beim Einkauf der Ware muss der Großhandel alles kontrollieren und gegebenenfalls schnell auf Probleme wie z.B. verspätete Lieferung reagieren 
5. Eingangsrechnung
Die Eingangsrechnung wird vom Großhandel kontrolliert und gebucht
6. Zahlung
Der Großhandel entscheidet sich für eine Zahlungsmethode und einen Zeitpunkt und bucht dann die Rechnung ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 09:42:11,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Warenbeschaffung: Kooperationen,Artikel/Definition/Beispiel,,Zusammenarbeit mehrerer Unternehmen auf vertraglicher Basis,"Damit Unternehmen günstig einkaufen können, bilden sie mit anderen Unternehmen sogenannte Kooperationen",siehe Formen der Kooperationen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 09:50:41,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Horizontale Kooperation,Artikel/Definition/Beispiel,,Kooperation = Zusammenarbeit mehrerer Unternehmen auf vertraglicher Basis,"Horizontale Kooperation:
1. Einkaufsverbund: mehrere kleine Unternehmen nutzen Einkaufsvorteil, indem sie gemeinsam bei einem Hersteller einkaufen
2. Werbeverbund: z.B. ""Kenner trinken Württemberger"" oder ""esst mehr Obst""
3. Sortimentskooperation: Vereinbarung zwischen Großhändlern, das Sortiment abzugrenzen ","Zwei Supermarktketten, die eine ist jeweils in Ostdeutschland und die andere in Westdeutschland stärker vertreten, kooperieren und bieten Kundenkarten an, die in beiden Ketten für Rabatte genutzt werden können
So können sie neue Kunden anwerben ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 09:56:35,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Vertikale Kooperation,Artikel/Definition/Beispiel,,Zur Erinnerung: Kooperation = Zusammenarbeit mehrerer Unternehmen auf vertraglicher Basis,"Vertikale Konzentration
1. Vertragshändlersystem = Exklsuivabnehmerbindung, d.h. in vereinbarten Gebieten darf ein Hersteller nur einen Abnehmer beliefern
2. Franchising: Ein Hersteller stellt dem selbstständigen Großhändler Waren, Einrichtung und Werbung gegen ""Gebühr"" zur Verfügung ","Ein Großhändler für Textilien bietet regionalen Abnehmern günstigere Preise an, wenn sie die benötigten Produkten nur noch bei ihm kaufen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 11:15:35,"Logistische Prozesse planen, steuern und kontrollieren",,,,,,,,,,,,Warenfluss und Warenwirtschaftssystem,,,,,,,,,,,,,,Horizontale Kooperation,Mehrfachantwortaufgabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welche der Antwortmöglichkeiten beschreiben horizontale Kooperation ,,Zwei Restaurants entscheiden sich dazu zu kooperieren und beim gleichen Gemüsehändler einzukaufen um größere Rabatte zu erhalten,Die Unternehmen bilden in diesem Fall einen Einkaufsverbund,Zwei Bier Produzenten kooperieren und machen Werbung für ihre und die gegenseitigen Produkte um die Verkaufszahlen zu erhöhen,Die Unternehmen bilden in diesem Fall einen Werbeverbund,"Ein Großhandel trifft eine Abmachung mit einem Abnehmer,  dass er nur ihn in einem vereinbarten Gebiet beliefern darf.","Das ist ein Fall von vertikaler Kooperation, nämlich das Vertragshändlersystem","Ein selbstständiger Unternehmer entscheidet sich dafür, in eine Pizza Kette einzusteigen.  Der Hersteller stellt ihm dafür Waren, Einrichtung und Werbung gegen eine Art Gebühr.","Das ist ein Fall von vertikaler Konzentration, nämlich das Franchising",,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 11:25:58,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,Quantitativer Angebotsvergleich,Artikel/Definition/Beispiel,,Ein Angebotsvergleich hilft Unternehmen die besten Angebote von verschiedenen Lieferanten. zu vergleichen und sich zu entscheiden ,"Schema Quantitativer Angebotsvergleich:
Einkaufspreis
- Lieferantenrabatt
= Zieleinkaufspreis 
- Lieferskonto
= Bareinkaufspreis
+ Bezugskosten
= Bezugspreis","Ein Unternehmen führt einen Angebotsvergleich mit dem Angebot eines Lieferanten durch.
Der Einkaufspreis des Produktes beträgt 1500€.
Der Lieferrabatt (10%) betragt also 150€. 
1500€ - 150€ = 1350
Das ergibt den Zieleinkaufspreis
Davon wird der Lieferskonto (21%) also 27€ abgezogen.
Das ergibt einen Bareinkaufspreis von 1323€
Als letztes addiert man noch die Bezugskosten (50€) und erhält den endgültigen Bezugspreis von 1373€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020 11:30:55,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,Qualitativer Angebotsvergleich,Artikel/Definition/Beispiel,,Ein Angebotsvergleich hilft Unternehmen die besten Angebote von verschiedenen Lieferanten zu vergleichen und sich für einen zu entscheiden ,"Der qualitative Angebotsvergleich wird mit Hilfe der Entscheidungsbewertungstabelle durchgeführt.
Entscheidungskriterien sind: Preis, Qualität, Zuverlässigkeit, Service, Lieferzeit
Diese Kriterien werden alle prozentual gewichtet und erhalten noch dazu Punkte. Wenn man die Prozente und die gegeben Punkte in jeder Kategorie miteinander multipliziert erhält man die gedichteteren Punkte. Diese müssen noch addiert werden für das Gesamtergebnis.",,,"Bei Praxisbeispiel aus der Wirtschaft am besten Tabelle einfügen, ist mit Worten schwer anschaulich zu machen ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
