Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Fachbegriff,Inhalt,Fachbegriff,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispielrechnung,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Skizze (Leere Tabelle),Fragestellung,Lösung (ergänzte Tabelle),Begründung,Kommentar
01/02/2020 15:46:30,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Arten des Arbeitszeugnisses,Artikel/Definition/Beispiel,Arbeitszeugnis,"Das Arbeitszeugnis ist dem Arbeitnehmer in schriftlicher Form auszustellen. Er erhält es, wenn er das Unternehmen verlässt. Dort sind Angaben zur Person und zur Beschäftigung zu machen. Ein Arbeitszeugnis darf nichts Schädigendes über den Mitarbeiter enthalten und ist stets positiv zu formulieren.","Es wird in zwei Arten des Arbeitszeugnisses unterschieden.

Das einfache Arbeitszeugnis erhält Angaben zur Art und Dauer der Beschäftigung sowie zur Person. Dieses Zeugnis wird grundsätzlich ausgestellt.

Auf Verlangen des Arbeitnehmers ist ihm ein qualifiziertes Arbeitszeugnis auszuhändigen. Dort sind neben Angaben zur Person und zur Art und Dauer der Beschäftigung auch Angaben zur Führung und Leistung zu machen.",Max M. hat die ihm übertragenden Aufgabe stets zu unserer vollsten Zufriedenheit erledigt. Sein Verhalten gegenüber Mitarbeitern und Vorgesetzten war stets einwandfrei und tadellos.,"Kündigung, Auszuhändigende Unterlagen bei der Kündigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 15:55:00,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Kündigungsschutzgesetz,Artikel/Definition/Beispiel,Kündigungschutzgesetz,"Das Kündigungschutzgesetz erschwert dem Arbeitgeber die Kündigung an Arbeitnehmern, die länger als 6 Monate im Unternehmen beschäftigt sind und schützt Arbeitnehmer somit vor sozial ungerechtfertigter Kündigung.",Im Kündigungsschutzgesetz sind neben dem geltenden Kündigungsschutz auch Kündigungsfristen sowie die soziale Rechtfertigung der Kündigung (Gründe) enthalten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 16:01:03,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Arten der Kündigung,Artikel/Definition/Beispiel,Arten der Kündigung ,Es gibt zwei Arten von Kündigungen - sie können ordentlich und außerordentlich sein.,"Eine ordentliche Kündigung ist fristgerecht, d. h. die gesetzlichen Kündigungsfristen sind einzuhalten und der Grund der Kündigung ist zu nennen.

Bei einer außerordentlichen Kündigung kann das Vertragsverhältnis von beiden Seiten beendet werden, wenn ein wichtiger Grund vorliegt, wie z. B. Diebstahl, grobe Beleidigungen oder Mobbing.",,"Soziale Rechtfertigung einer Kündigung, Kündigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 16:10:59,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Soziale Rechtfertigung einer Kündigung,Artikel/Definition/Beispiel,Kündigungsgründe,"Bei einer ordentlichen, also einer fristgerechten Kündigung ist der Kündigungsgrund immer anzugeben. Bei einer außerordentlichen Kündigung ist das nicht der Fall.","Sozial gerechtfertigt ist eine Kündigung in folgenden Fällen:
- Personenbedingte Kündigung: Der Kündigungsgrund liegt in der Person des Arbeitnehmers, z. B. Ein Mitarbeiter leidet an einer Krankheit und kann seine Arbeit dadurch nicht mehr qualifiziert ausüben. Dies kann so schnell nicht geändert werden.
- Verhaltensbedingte Kündigung: Der Kündigungsgrund liegt im Verhalten des Arbeitnehmers, z. B. dauernde Unpünktlichkeit. Vor dieser Kündigung ist eine Abmahnung unbedingt erforderlich.
- Betriebsbedingte Kündigung: Der Kündigungsgrund ist durch dringende betriebliche Erfordernisse bedingt, z. B. Entlassung aufgrund von andauerndem Auftragsmangel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 16:19:02,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Kündigungsfristen,Artikel/Definition/Beispiel,Kündigungsfristen,Kündigungsfristen sind im Kündigungsschutzgesetz geregelt und sind bei einer ordentlichen Kündigung einzuhalten.,"Die Grundkündigungsfrist für Arbeitnehmer beträgt vier Wochen zum 15. eines Monats oder zum Monatsende.
Verlängerte Kündigungsfristen (bei längerer Betriebszugehörigkeit) gelten nur bei Kündigungen durch den Arbeitgeber. Die Frist ist grundsätzlich von der Dauer der Betriebszugehörigkeit abhängig.","- Arbeitsverhältnis mind. 2 Jahre: einen Monat zum Ende des Kalendermonats (z. E. d. K.)
- Arbeitsverhältnis mind. 5 Jahre: zwei Monate z. E. d. K.
- Arbeitsverhältnis mind. 8 Jahre: drei Monate z. E. d. K.
- Arbeitsverhältnis mind. 10 Jahre: vier Monate z. E. d. K.
- Arbeitsverhältnis mind. 12 Jahre: fünf Monate z. E. d. K.
- Arbeitsverhältnis mind. 15 Jahre: sechs Monate z. E. d. K.
- Arbeitsverhältnis mind. 20 Jahre: sieben Monate z. E. d. K.","Kündigungsschutzgesetz, Arten der Kündigung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 16:47:53,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,"Ablauf ""allgemeiner Kündigungschutz""",Richtige Reihenfolge,Kündigungschutzgesetz,,,,,,,,,,,,,,,,,,Wie lautet die Reihenfolge? Bei Zustimmung: Entlassung; Allgemeiner Kündigungsschutz; Abmahnung; Sozial gerechtfertigt; Kündigungsfrist; Anhörung des Betriebsrats,https://drive.google.com/open?id=1X39WSQAElPqGL-dmTYclFNyjD_i4Nj1b,Allgemeiner Kündigungsschutz,Sozial gerechtfertigt,Abmahnung,Kündigungsfrist,Anhörung des Betriebsrats,Bei Zustimmung: Entlassung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020 17:00:30,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Rechtswirksamkeit von Kündigungen (Fristen),Zuordnungsaufgabe,Kündigungsfristen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carla Schmidt ist seit einem Jahr bei der Hoffmann KG beschäftigt und erhält ihre Kündigung am 15. April.,Es gilt die Grundkündigungsfrist. Die Kündigung wird folglich am 15. Mai rechtswirksam.,Emil Schneider ist seit 7 Jahren bei der Hoffmann KG beschäftigt und erhält seine Kündigung am 15. Mai.,Die Kündigung ist zum 31. Juli rechtswirksam.,,,Hanna Müller ist seit 16 Jahren bei der Hoffmann KG beschäftigt und erhält ihre Kündigung am 15. Februar. ,Die Kündigung ist zum 31. August rechtswirksam.,,,"Es gilt die Grundkündigungsfrist bei Arbeitsverhältnissen weniger als 2 Jahre.
Betriebszugehörigkeit mind. 5 Jahre: 2 Monate Kündigungsfrist
Betriebszugehörigkeit mind. 15 Jahre: 6 Monate Kündigungsfrist",,,,,,,,,,
03/02/2020 11:50:10,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Kündigungsgründe,Mehrfachwahlaufgabe (Multiple Choice),Kündigungsgründe,,,,,,,Der Mitarbeiter Mark L. wird aufgrund seiner Unpünktlichkeit und Arbeitsverweigerung gekündigt. Um welchen Kündigungsgrund handelt es sich?,"Verhaltensbedingte Kündigung, Abmahnung erforderlich","Der Grund liegt im Verhalten des Mitarbeiters. Er muss vor Kündigung abgemahnt werden, um die Möglichkeit zu haben, sein Verhalten zu ändern.","Verhaltensbedingte Kündigung, Abmahnung nicht erforderlich",Bei einer verhaltensbedingten Kündigung muss eine Abmahnung vor Kündigung erfolgen.,Betriebsbedingte Kündigung,Die Kündigung hat nichts mit den betrieblichen Gegebenheiten zu tun.,"Personenbedingte Kündigung, Abmahnung erforderlich","Der Grund der Kündigung liegt zwar gewissermaßen in der Person von Mark L., allerdings bezieht sie sich auf sein Verhalten und nicht auf seine Person als Ganzes. Eine Abmahnung ist allerdings schon erforderlich bei einer verhaltensbedingten Kündigung.","Personenbedingte Kündigung, Abmahnung nicht erforderlich","Bei einer personenbedingten Kündigung kann an der Person so schnell nichts geändert werden, am Verhalten der Person jedoch schon. Daher handelt es sich um eine verhaltensbedingte Kündigung. Mark L. hätte sich bemühen können, nicht mehr zu spät zu kommen und seine Arbeit zu leisten.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 11:55:00,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,Kündigung,,,,,,,,Formulierungen von Arbeitszeugnissen,Zuordnungsaufgabe,Arbeitszeugnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note 1,Er/Sie hat die ihm/ihr übertragenen Aufgaben stets zu unserer vollsten Zufriedenheit erledigt.,Note 2,Er/Sie hat die ihm/ihr übertragenen Aufgaben stets zu unserer vollen Zufriedenheit erledigt.,,,Note 4,Er/Sie hat die Aufgaben zu unserer Zufriedenheit erledigt.,Note 6,"Er/Sie hat sich bemüht, unseren Anforderungen zu entsprechen.","In den Benotungen finden sich kleine Abstufungen wieder, auf die man beim Formulieren achten muss. Superlative werden nur bei Note 1 verwendet.",,,,,,,,,,
03/02/2020 12:01:37,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Investition,Artikel/Definition/Beispiel,Investition,"Eine Investition dient der Mittelverwendung, also dem Einsatz von Kapital für einen bestimmten Verwendungszweck.",Investitionen bringen eine langfristige Bindung finanzieller Mittel in (im-)materielle Vermögensgegenstände mit sich. In der Bilanz wird die Mittelverwendung auf der Aktivseite abgebildet (Vermögensseite).,"Ich investiere eine Summe x in Anlagevermögen, wie z. B. meinen Fuhrpark im Unternehmen.","Finanzierung, Investition vs. Finanzierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 12:07:31,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Finanzierung,Artikel/Definition/Beispiel,Finanzierung,"Eine Finanzierung dient der Mittelbeschaffung, also der Versorgung des Unternehmens mit Kapital, damit es seine Ziele verfolgen kann.","Finanzierungen sind die Voraussetzung, um Investitionen durchführen zu können. In der Bilanz wird die Mittelbeschaffung auf der Passivseite abgebildet (Schuldenseite).",,"Investition vs. Finanzierung, Finanzierungsarten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 12:18:08,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Investition vs. Finanzierung,Artikel/Definition/Beispiel,Unterschied zwischen Investition und Finanzierung,"Investition und Finanzierung stehen sich spiegelbildlich gegenüber: während Finanzierung die Bereitstellung/Beschaffung finanzieller Mittel beschreibt, stellt eine Investition die Verwendung der finanziellen Mittel dar.","Finanzierungen sind die Voraussetzung, um Investitionen durchführen zu können. Aus monetärer Sicht entspricht Finanzierung einer Zahlungsreihe, die mit einer Einzahlung beginnt. Investition hingegen beginnt mit einer Auszahlung, da ich Mittel beschaffe.

Hier ist Fristenkongruenz gefordert.",,"Fristenkongruenz, Investition, Finanzierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 12:27:19,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Fristenkongruenz,Artikel/Definition/Beispiel,Goldene Finanzregel,"Die goldene Finanzregel fordert Fristenkongruenz: ""Die Verwendung der finanziellen Mittel soll mit ihrer Fristigkeit übereinstimmen."" Es ist also eine Übereinstimmung der Fristen von Kapitalverwendung und Kapitalbeschaffung gefordert.","Im Zusammenhang mit Investitionen und Finanzierungen ist Fristenkongruenz gefordert. Die goldene Bilanzregel konkretisiert, was mit der goldenen Finanzregel gemeint ist:
Langfristig gebundenes Vermögen sollte durch langfristiges Kapital finanziert sein.
Kurzfristig gebundenes Vermögen sollte durch kurzfristiges Kapital finanziert sein.","Maschinen (langfristiges Anlagevermögen) sollte mit Eigenkapital oder langfristigen Darlehen finanziert sein. Ist dies nicht der Fall, kann es über die Laufzeit zu Finanzierungsproblemen kommen.",Investition vs. Finanzierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 12:40:52,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Finanzierung,Artikel/Definition/Beispiel,Finanzierungsarten,"Es gibt verschiedene Finanzierungsarten, die von der Bereitstellung des Kapitals abhängig gemacht werden.","Zunächst wird in Eigen- oder Fremdfinanzierung unterschieden:
Bei einer Eigenfinanzierung kommt das Geld von mir selbst (also Eigenkapital), bei einer Fremdfinanzierung kommt das Geld von Dritten (Fremdkapital).

Formen der Eigenfinanzierung sind:
- Beteiligungsfinanzierung: Das Kapital wird dem Unternehmen durch Eigentümer als Beteiligung zur Verfügung gestellt (z. B. durch geleistete Einlagen).
- Selbstfinanzierung: Das Kapital wird durch Bildung von Gewinnrücklagen zur Verfügung gestellt.
Formen der Fremdfinanzierung sind:
- Finanzierung aus Rückstellungen: Kapital wird aus Rückstellungen genommen (Rückstellungen gehören eigentlich schon dritten Personen)
- Kreditfinanzierung: Kapital wird dem Unternehmen für eine bestimmte Dauer zur Verfügung gestellt.

Beteiligungs- und Kreditfinanzierungen sind ""Außenfinanzierungen"", da das Geld nicht aus dem Unternehmen kommt, sondern von Außen. Selbstfinanzierungen und Finanzierungen aus Rückstellungen sind ""Innenfinanzierungen"", da das Geld aus dem Unternehmen kommt.","Ich nehme für mein Unternehmen ein Darlehen auf. Das ist eine Fremd-, Kredit- und Außenfinanzierung.","Kreditfinanzierungen, Finanzierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 12:55:24,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Finanzierungsarten,Mehrfachwahlaufgabe (Multiple Choice),Finanzierungsarten,,,,,,,"Welche Finanzierungsarten verbergen sich hinter einer ""Finanzierung aus Rückstellungen""?","Fremdfinanzierung, Innenfinanzierung","Richtig. Das Geld kommt von Dritten, aber aus dem Unternehmen (ich selbst bilde Rückstellungen gegenüber Dritten).","Fremdfinanzierung, Außenfinanzierung","Das Geld kommt zwar von Dritten, aber aus dem Unternehmen heraus und nicht von außen. Daher wäre es eine Innenfinanzierung.","Eigenfinanzierung, Außenfinanzierung",Komplett falsch. Das Geld kommt weder von außen noch von den Eigentümern selbst.,"Eigenfinanzierung, Innenfinanzierung","Es handelt sich zwar um eine Innenfinanzierung, da das Geld aus dem Unternehmen kommt, allerdings ist es keine Eigenfinanzierung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 13:00:19,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Finanzierungsarten,Mehrfachwahlaufgabe (Multiple Choice),Finanzierungsarten,,,,,,,"Welche Finanzierungsarten verbergen sich hinter einer ""Finanzierung aus Gewinnen""?","Eigenfinanzierung, Innenfinanzierung","Richtig. Das Geld kommt von den Eigentümern selbst, weil es um die von dem Unternehmen erwirtschafteten Gewinne handelt. Außerdem ist es eine Innenfinanzierung, da das Geld aus dem Unternehmen heraus kommt.","Fremdfinanzierung, Innenfinanzierung","Es handelt sich zwar um eine Innenfinanzierung, da das Geld aus dem Unternehmen kommt, allerdings ist es keine Fremdfinanzierung, da das Geld nicht von dritten Personen stammt.","Fremdfinanzierung, Außenfinanzierung",Komplett falsch. Das Geld kommt weder von außen noch von Dritten.,"Eigenfinanzierung, Außenfinanzierung","Das Geld kommt von den Eigentümern, daher ist es eine Eigenfinanzierung. Allerdings kommt es nicht von außen, sondern innen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 13:11:47,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Investitionen und Finanzierungen,,,,,,,Goldene Finanzregel,Mehrfachwahlaufgabe (Multiple Choice),Goldene Finanzregel,,,,,,,In welchem der folgenden Beispiele herrscht Fristenkongruenz?,Ein neues Gebäude für die Produktion wird mit Gewinnrücklagen finanziert.,"Gewinnrücklagen sind Teil des Eigenkapitals. Da dies langfristiges Kapital ist und ein Gebäude ein langfristiges Anlagevermögen, herrscht Fristenkongruenz.",Ein neues Fahrzeug für das Unternehmen wird mit einem kurzfristigen Bankkredit finanziert.,"Fuhrpark ist ein langfristiges Anlagevermögen, der Bankkredit hingegen kurzfristig. Somit ist keine Fristenkongruenz gegeben.",Ich decke Forderungen aus Lieferung und Leistung mit einem langfristigen Bankdarlehen ab.,"Forderungen sind kurzfristig, das Bankdarlehen langfristig. Somit ist keine Fristenkongruenz gegeben.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 13:26:58,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Kreditsicherheiten,,,,,,,Kreditsicherheiten,Artikel/Definition/Beispiel,Kreditsicherheiten,"Neben dem Kreditnehmer als Hauptschuldner können weitere Personen oder Sachen als Sicherheit für den Kredit dienen. Hintergrund ist die Sicherung des Gläubigers vor Verlusten aus gewährten Krediten.
Es wird in Personal- und Realsicherheiten unterteilt.","Personalsicherheiten umfasst die Absicherung des Kredits durch andere Personen.
Realsicherheiten ist die Absicherung in Form von Sachen.","Nimmt man bei seiner Haubank einen Kredit auf, um sich ein Auto über die Bank zu finanzieren, behält die Bank den Fahrzeugbrief als Sicherheit. Erst wenn der Kredit abbezahlt ist, erhält der Kreditnehmer den Fahrzeugbrief als Eigentum.","Personalsicherheiten, Realsicherheiten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 13:36:07,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Kreditsicherheiten,,,,,,,Personalsicherheiten,Artikel/Definition/Beispiel,Personalsicherheiten,"Personalsicherheiten umfasst die Absicherung durch andere Personen. Darunter fallen Bürgschaft, Garantie und Schuldübernahme.","- Eine Bürgschaft ist ein Vertrag mit einer einseitigen Verpflichtung. Bei der Übernahme einer Bürgschaft haftet ein Dritter durch die Abgabe eines Bürgschaftsversprechens für die Verbindlichkeit des eigentlichen Kreditnehmers.
- Im Gegensatz zu einer Bürgschaft kann eine Garantie auch ohne eine Forderung bestehen. Zusätzlich zum Kreditnehmer übernimmt eine dritte Person (Garant) die Gewährleistung für einen zukünftigen Erfolg.
- Bei der Schuldübernahme kommt eine weitere Person neben dem Kreditnehmer als Gesamtschuldner hinzu. Der Kreditnehmer kann also seine Schuld auf einen neuen Schuldner übertragen.",,"Realsicherheiten, Kreditsicherheiten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020 13:48:49,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Kreditsicherheiten,,,,,,,Realsicherheiten,Artikel/Definition/Beispiel,Realsicherheiten,"Realsicherheiten umfasst die Absicherung in Form von Sachen. Darunter fallen der Eigentumsvorbehalt, das  Grundpfandrecht, der Lombardkredit, die Sicherungsübereignung und die Zession.","- Der Eigentumsvorbehalt bei Lieferung von Waren auf Ziel ist eine Vertragsklausel, die besagt, dass die Ware bis zur vollständigen Bezahlung Eigentum des Verkäufers bleibt. Diese Klausel soll den Verkäufer schützen.
- Das Grundpfandrecht ist ein Pfandrecht an Grundstücken zur Sicherung von Forderungen. Die Grundschuld oder Hypothek wird als Sicherung ins Grundbuch eingetragen.
- Lombardkredit, auch Faustpfand genannt, ist die Bezeichnung für einen kurzfristigen Kredit gegen die Stellung von Kreditsicherheiten, z. B. in Form der Verpfändung von Wertpapieren, Bankguthaben oder beweglichen Sachen (hochwertiger Schmuck).
- Bei der Sicherungsübereignung gehen zur Absicherung des Kredits Vermögensgegenstände des Kreditnehmers in das Eigentum des Kreditgebers über. Der Kreditnehmer bleibt weiterhin Besitzer.
- Bei einer Zession, auch Forderungsabtretung genannt, überträgt der Kreditnehmer Forderungen an Dritte vertraglich an den Kreditgeber (Lohn- und Gehaltsabtretung).","Ich kann meine Verbindlichkeit an meine Hausbank nicht mehr zahlen. Durch die Forderungsabtretung wird mein Arbeitgeber in Form einer Lohnabtretung beauftragt, die Forderung zu begleichen.",Personalsicherheiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 09:00:31,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Kreditsicherheiten,,,,,,,Kreditsicherheiten,Zuordnungsaufgabe,Kreditsicherheiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Realsicherheit,Absicherung in Form von Sachen,Realsicherheit,Grundpfandrecht,,,Personalsicherheit,Absicherung durch andere Personen,Personalsicherheit,Schuldübernahme,,,,,,,,,,,
04/02/2020 09:13:19,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Darlehensarten,,,,,,,Darlehensarten,Artikel/Definition/Beispiel,Kredite,"Die verschiedenen Kredit- und Darlehensarten fallen unter die Sparte ""Kreditfinanzierung"".  Der Kredit ist der Oberbegriff für das zinspflichtige Leihen und Zurückzahlen von Geld. Das Darlehen wird oft als Unterbegriff verwendet, meint aber das Gleiche.","Kredite:
- Geldkredit: Bankkredit
- Kontokorrentkredit: ""Überziehungskredit"", klassischer kurzfristiger Kredit (Dispo)
- Sachkredit: Lieferung von Waren
- Lieferantenkredit: Kauf auf Rechnung oder auf Ziel, Bezahlung nach der Lieferung unter Gewährung von Skonto bei vorzeitiger Zahlung
- Kundenkredit: Vorkasse oder Anzahlung, Bezahlung der Ware vor Lieferung
- Avalkredit: Avale sind Eventualverbindlichkeiten. Der Avalkreditgeber stellt seine Kreditwürdigkeit (kein Geld) zur Verfügung und übernimmt eine Bürgschaft für einen Dritten.",,Darlehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020 09:24:25,Liquidität sichern und Finanzierung vorbereiten,,,,,,,,,Darlehensarten,,,,,,,Darlehensarten,Artikel/Definition/Beispiel,Darlehen,"Die verschiedenen Kredit- und Darlehensarten fallen unter die Sparte ""Kreditfinanzierung"".  Der Kredit ist der Oberbegriff für das zinspflichtige Leihen und Zurückzahlen von Geld. Das Darlehen wird oft als Unterbegriff verwendet, meint aber das Gleiche.","Darlehen:
- Fälligkeitsdarlehen: Der gesamte Betrag wird bei Fälligkeit in einer Summe getilgt.
- Kündigungsdarlehen: Der gesamte Betrag wird nach Kündigung in einer Summe getilgt.
- Abzahlungsdarlehen: Die Tilgung des Betrags erfolgt in Raten.
- Annuitätendarlehen: Der Betrag wird in Annuitäten getilgt. Die Annuität ist eine immer gleichbleibende Summe aus Zins und Tilgung, wobei der Zinsanteil kontinuierlich sinkt und der Tilgungsanteil kontinuierlich steigt.","Ich nehme ein Annuitätendarlehen auf. Die Annuität beträgt 4.000 € pro Jahr.
Im ersten Jahr setzt sich die Annuität aus 3.000 € Zinsanteil und 1.000 € Tilgungsanteil zusammen.
Im zweiten Jahr zahle ich dann wieder 4.000 € bestehend aus 2.970 € Zinsanteil und aus 1.030 € Tilgungsanteil.
Das wird für jedes Jahr in einem Tilgungsplan weiter runtergebrochen.",Kredite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
